Date,Bullish,Neutral,Bearish
5-3-12,35.40%,36.13%,28.47%
5-10-12,25.40%,32.54%,42.06%
5-17-12,23.58%,30.45%,45.97%
5-24-12,30.47%,30.86%,38.67%
5-31-12,28.02%,29.96%,42.02%
6-7-12,27.45%,26.80%,45.75%
6-14-12,34.04%,30.18%,35.79%
6-21-12,32.89%,31.23%,35.88%
6-28-12,28.67%,26.96%,44.37%
7-5-12,32.64%,34.03%,33.33%
7-12-12,30.23%,35.05%,34.73%
7-19-12,22.19%,36.02%,41.79%
7-26-12,28.12%,28.75%,43.13%
8-2-12,30.45%,34.63%,34.93%
8-9-12,36.47%,36.18%,27.35%
8-16-12,36.84%,35.09%,28.07%
8-23-12,41.96%,32.17%,25.87%
8-30-12,34.72%,32.64%,32.64%
9-6-12,33.06%,33.88%,33.06%
9-13-12,36.46%,30.56%,32.99%
9-20-12,37.50%,28.72%,33.78%
9-27-12,36.10%,27.44%,36.46%
10-4-12,33.86%,32.91%,33.23%
10-11-12,30.58%,30.58%,38.85%
10-18-12,28.66%,26.79%,44.55%
10-25-12,29.25%,27.67%,43.08%
11-1-12,35.74%,23.28%,40.98%
11-8-12,38.50%,21.60%,39.91%
11-15-12,28.82%,22.35%,48.82%
11-22-12,35.82%,23.40%,40.78%
11-28-12,40.93%,24.71%,34.36%
12-6-12,42.22%,23.17%,34.60%
12-13-12,43.23%,26.69%,30.08%
12-20-12,46.40%,28.80%,24.80%
12-27-12,44.40%,25.37%,30.22%
1-3-13,38.71%,25.09%,36.20%
1-10-13,46.45%,26.63%,26.92%
1-17-13,43.94%,28.73%,27.32%
1-24-13,52.34%,23.39%,24.27%
1-31-13,48.04%,27.65%,24.30%
2-7-13,42.77%,27.67%,29.56%
2-14-13,42.25%,29.01%,28.73%
2-21-13,41.79%,25.71%,32.50%
2-28-13,28.39%,35.02%,36.59%
3-7-13,31.06%,30.43%,38.51%
3-14-13,45.42%,22.55%,32.03%
3-21-13,38.94%,27.72%,33.33%
3-28-13,38.40%,32.95%,28.65%
4-4-13,35.49%,36.34%,28.17%
4-11-13,19.31%,26.21%,54.48%
4-18-13,26.85%,24.93%,48.22%
4-25-13,28.29%,32.89%,38.82%
5-2-13,30.99%,33.10%,35.92%
5-9-13,40.79%,31.77%,27.44%
5-16-13,38.49%,32.18%,29.34%
5-23-13,48.97%,29.45%,21.58%
5-30-13,35.97%,34.39%,29.64%
6-6-13,29.47%,31.58%,38.95%
6-13-13,32.97%,32.43%,34.59%
6-20-13,37.45%,32.58%,29.96%
6-27-13,30.28%,34.56%,35.17%
7-4-13,41.99%,34.16%,23.84%
7-11-13,48.94%,32.77%,18.30%
7-18-13,47.74%,31.01%,21.25%
7-25-13,45.12%,32.32%,22.56%
8-1-13,35.62%,39.38%,25.00%
8-8-13,39.50%,33.86%,26.65%
8-15-13,34.51%,37.32%,28.17%
8-22-13,28.96%,28.19%,42.86%
8-29-13,33.54%,35.71%,30.75%
9-5-13,35.53%,33.22%,31.25%
9-12-13,45.52%,29.90%,24.58%
9-19-13,45.11%,25.19%,29.70%
9-26-13,36.05%,33.33%,30.61%
10-3-13,37.84%,32.09%,30.07%
10-10-13,41.33%,25.09%,33.58%
10-17-13,46.28%,28.80%,24.92%
10-24-13,49.20%,33.23%,17.57%
10-31-13,44.97%,33.56%,21.48%
11-7-13,45.48%,32.71%,21.81%
11-14-13,39.20%,33.33%,27.47%
11-21-13,34.39%,36.13%,29.48%
11-28-13,47.30%,24.44%,28.25%
12-5-13,42.64%,29.81%,27.55%
12-12-13,41.27%,33.73%,25.00%
12-19-13,47.46%,27.46%,25.08%
12-26-13,55.06%,26.40%,18.54%
1-2-14,43.09%,27.64%,29.27%
1-9-14,43.62%,31.38%,25.00%
1-16-14,38.99%,39.52%,21.49%
1-23-14,38.12%,38.12%,23.76%
1-30-14,32.18%,35.06%,32.76%
2-6-14,27.90%,35.70%,36.41%
2-13-14,40.15%,32.51%,27.34%
2-20-14,42.20%,35.00%,22.80%
2-27-14,39.69%,39.18%,21.13%
3-6-14,40.51%,32.86%,26.63%
3-13-14,41.34%,31.84%,26.82%
3-20-14,36.78%,37.07%,26.15%
3-27-14,31.16%,40.23%,28.61%
4-3-14,35.36%,37.86%,26.79%
4-10-14,28.48%,37.42%,34.11%
4-17-14,27.22%,38.53%,34.25%
4-24-14,34.50%,39.47%,26.02%
5-1-14,29.77%,40.78%,29.45%
5-8-14,28.34%,42.99%,28.66%
5-15-14,33.12%,44.27%,22.61%
5-22-14,30.43%,43.17%,26.40%
5-29-14,36.46%,40.33%,23.20%
6-5-14,39.51%,38.27%,22.22%
6-12-14,44.69%,34.06%,21.25%
6-19-14,35.17%,40.70%,24.13%
6-26-14,37.22%,41.69%,21.09%
7-3-14,38.51%,39.10%,22.39%
7-10-14,37.64%,33.71%,28.65%
7-17-14,32.36%,39.16%,28.48%
7-24-14,29.63%,40.43%,29.94%
7-31-14,31.12%,37.76%,31.12%
8-7-14,30.89%,30.89%,38.23%
8-14-14,39.81%,33.23%,26.96%
8-21-14,46.11%,30.24%,23.65%
8-28-14,51.92%,28.85%,19.23%
9-4-14,44.67%,31.36%,23.96%
9-11-14,40.38%,33.01%,26.60%
9-18-14,42.24%,34.78%,22.98%
9-25-14,41.84%,29.93%,28.23%
10-2-14,35.42%,33.68%,30.90%
10-9-14,39.88%,29.14%,30.98%
10-16-14,42.66%,23.64%,33.70%
10-23-14,49.69%,27.81%,22.50%
10-30-14,49.37%,29.56%,21.07%
11-6-14,52.69%,32.26%,15.05%
11-13-14,57.93%,22.76%,19.31%
11-20-14,49.12%,27.06%,23.82%
11-27-14,52.15%,27.06%,20.79%
12-4-14,42.68%,31.38%,25.94%
12-11-14,45.02%,32.65%,22.34%
12-18-14,38.74%,34.39%,26.88%
12-25-14,50.94%,30.19%,18.87%
1-1-15,51.74%,28.96%,19.31%
1-8-15,41.01%,31.30%,27.70%
1-15-15,46.11%,32.40%,21.50%
1-22-15,37.14%,32.06%,30.79%
1-29-15,44.17%,33.44%,22.39%
2-5-15,35.49%,32.08%,32.42%
2-12-15,40.00%,39.67%,20.33%
2-19-15,47.02%,35.10%,17.88%
2-26-15,45.37%,34.33%,20.30%
3-5-15,39.80%,36.84%,23.36%
3-12-15,31.60%,43.00%,25.41%
3-19-15,27.16%,41.36%,31.48%
3-26-15,38.43%,37.19%,24.38%
4-2-15,35.40%,32.65%,31.96%
4-9-15,28.70%,47.15%,24.15%
4-16-15,32.07%,45.15%,22.78%
4-23-15,31.47%,45.34%,23.19%
4-30-15,30.84%,47.21%,21.95%
5-7-15,27.06%,46.10%,26.84%
5-14-15,26.74%,46.90%,26.36%
5-21-15,25.21%,49.79%,25.00%
5-28-15,27.00%,47.86%,25.14%
6-4-15,27.34%,48.03%,24.63%
6-11-15,20.04%,47.38%,32.58%
6-18-15,25.41%,40.29%,34.30%
6-25-15,35.56%,42.78%,21.67%
7-2-15,22.61%,42.30%,35.09%
7-9-15,27.91%,42.92%,29.18%
7-16-15,30.81%,45.95%,23.24%
7-23-15,32.54%,41.87%,25.60%
7-30-15,21.11%,38.19%,40.70%
8-6-15,24.32%,44.03%,31.66%
8-13-15,30.45%,33.40%,36.15%
8-20-15,26.82%,39.85%,33.33%
8-27-15,32.50%,29.23%,38.27%
9-3-15,32.38%,35.94%,31.67%
9-10-15,34.65%,30.34%,35.01%
9-17-15,33.26%,37.60%,29.13%
9-24-15,32.12%,39.19%,28.69%
10-1-15,28.11%,31.98%,39.92%
10-8-15,37.52%,34.29%,28.19%
10-15-15,34.08%,38.78%,27.14%
10-22-15,34.77%,41.21%,24.02%
10-29-15,40.39%,39.02%,20.59%
11-5-15,39.00%,42.40%,18.60%
11-12-15,34.27%,42.72%,23.00%
11-19-15,30.77%,38.68%,30.55%
11-26-15,32.36%,41.61%,26.03%
12-3-15,29.49%,49.31%,21.20%
12-10-15,28.51%,41.61%,29.89%
12-17-15,23.87%,36.75%,39.38%
12-24-15,26.38%,42.13%,31.49%
12-31-15,25.07%,51.31%,23.62%
1-7-16,22.17%,39.57%,38.26%
1-14-16,17.90%,36.58%,45.53%
1-21-16,21.52%,29.77%,48.71%
1-28-16,29.75%,30.28%,39.96%
2-4-16,27.55%,37.74%,34.72%
2-11-16,19.24%,32.06%,48.70%
2-18-16,27.56%,34.64%,37.80%
2-25-16,31.19%,37.39%,31.42%
3-3-16,32.02%,38.74%,29.25%
3-10-16,37.36%,38.27%,24.37%
3-17-16,29.96%,43.18%,26.86%
3-24-16,33.78%,42.51%,23.71%
3-31-16,27.18%,47.06%,25.76%
4-7-16,32.19%,46.35%,21.46%
4-14-16,27.85%,47.26%,24.89%
4-21-16,33.41%,42.67%,23.92%
4-28-16,27.37%,44.03%,28.60%
5-5-16,22.33%,47.33%,30.34%
5-12-16,20.41%,48.30%,31.29%
5-19-16,19.34%,46.56%,34.10%
5-26-16,17.75%,52.86%,29.39%
6-2-16,30.17%,40.78%,29.05%
6-9-16,27.83%,44.34%,27.83%
6-16-16,25.35%,37.15%,37.50%
6-23-16,21.97%,42.80%,35.23%
6-30-16,28.91%,37.67%,33.42%
7-7-16,31.06%,42.29%,26.65%
7-14-16,36.87%,38.71%,24.42%
7-21-16,35.43%,37.85%,26.72%
7-28-16,31.25%,40.34%,28.41%
8-4-16,29.79%,43.44%,26.77%
8-11-16,31.29%,41.95%,26.76%
8-18-16,35.56%,38.08%,26.36%
8-25-16,29.42%,40.94%,29.64%
9-1-16,28.60%,39.87%,31.52%
9-8-16,29.75%,41.77%,28.48%
9-15-16,27.94%,36.14%,35.92%
9-22-16,24.83%,36.89%,38.28%
9-29-16,24.00%,38.89%,37.11%
10-6-16,28.79%,43.30%,27.90%
10-13-16,25.47%,40.80%,33.73%
10-20-16,23.74%,38.45%,37.82%
10-27-16,24.75%,41.18%,34.07%
11-3-16,23.64%,42.05%,34.32%
11-10-16,38.89%,31.78%,29.33%
11-17-16,46.65%,26.77%,26.57%
11-24-16,49.89%,28.03%,22.08%
12-1-16,43.78%,31.12%,25.10%
12-8-16,43.12%,30.39%,26.49%
12-15-16,44.66%,23.01%,32.33%
12-22-16,44.61%,26.24%,29.15%
12-29-16,45.57%,28.69%,25.74%
1-5-17,46.20%,28.57%,25.23%
1-12-17,43.64%,29.39%,26.97%
1-19-17,37.01%,30.32%,32.68%
1-26-17,31.58%,34.93%,33.49%
2-2-17,32.80%,33.03%,34.17%
2-9-17,35.80%,36.54%,27.65%
2-16-17,33.09%,34.55%,32.36%
2-23-17,38.46%,29.23%,32.31%
3-2-17,37.91%,26.47%,35.62%
3-9-17,30.00%,23.50%,46.50%
3-16-17,31.17%,30.13%,38.70%
3-23-17,35.28%,34.22%,30.50%
3-30-17,30.22%,32.40%,37.38%
4-6-17,28.30%,32.08%,39.62%
4-13-17,28.97%,33.64%,37.38%
4-20-17,25.71%,35.59%,38.70%
4-27-17,38.05%,30.24%,31.71%
5-4-17,38.07%,31.98%,29.95%
5-11-17,32.73%,37.05%,30.22%
5-18-17,23.85%,41.90%,34.25%
5-25-17,32.86%,37.14%,30.00%
6-1-17,26.92%,41.54%,31.54%
6-8-17,35.43%,35.04%,29.53%
6-15-17,32.27%,38.25%,29.48%
6-22-17,32.65%,38.44%,28.91%
6-29-17,29.71%,43.43%,26.86%
7-6-17,29.58%,40.56%,29.86%
7-13-17,28.24%,42.13%,29.63%
7-20-17,35.48%,38.71%,25.81%
7-27-17,34.46%,41.22%,24.32%
8-3-17,36.11%,31.79%,32.10%
8-10-17,33.67%,34.00%,32.33%
8-17-17,34.17%,33.03%,32.80%
8-24-17,28.10%,33.61%,38.29%
8-31-17,25.00%,35.11%,39.89%
9-7-17,29.28%,34.98%,35.74%
9-14-17,41.29%,36.74%,21.97%
9-21-17,40.14%,32.65%,27.21%
9-28-17,33.33%,37.93%,28.74%
10-5-17,35.60%,31.60%,32.80%
10-12-17,39.77%,33.33%,26.90%
10-19-17,37.93%,34.14%,27.93%
10-26-17,39.64%,27.33%,33.03%
11-2-17,45.05%,26.37%,28.57%
11-9-17,45.10%,31.82%,23.08%
11-16-17,29.35%,35.43%,35.22%
11-23-17,35.49%,35.49%,29.01%
11-30-17,35.95%,32.43%,31.62%
12-7-17,36.88%,28.90%,34.22%
12-14-17,45.00%,26.88%,28.13%
12-21-17,50.50%,23.88%,25.62%
12-28-17,52.65%,26.72%,20.63%
1-4-18,59.75%,24.69%,15.56%
1-11-18,48.67%,26.25%,25.07%
1-18-18,54.11%,24.50%,21.39%
1-25-18,45.45%,30.52%,24.03%
2-1-18,44.77%,26.47%,28.76%
2-8-18,37.03%,27.96%,35.01%
2-15-18,48.52%,30.07%,21.41%
2-22-18,44.65%,32.56%,22.79%
3-1-18,37.28%,39.31%,23.41%
3-8-18,26.40%,45.21%,28.38%
3-15-18,36.84%,41.83%,21.33%
3-22-18,33.23%,38.28%,28.49%
3-29-18,31.94%,32.73%,35.33%
4-5-18,31.90%,31.47%,36.64%
4-12-18,26.09%,31.16%,42.75%
4-19-18,37.78%,33.00%,29.22%
4-26-18,36.91%,37.54%,25.55%
5-3-18,28.40%,41.36%,30.25%
5-10-18,33.51%,40.96%,25.53%
5-17-18,36.68%,42.74%,20.58%
5-24-18,38.56%,36.27%,25.16%
5-31-18,35.02%,38.63%,26.35%
6-7-18,38.93%,34.35%,26.72%
6-14-18,44.78%,33.52%,21.70%
6-21-18,38.72%,35.10%,26.18%
6-28-18,28.45%,30.75%,40.80%
7-5-18,27.86%,32.87%,39.28%
7-12-18,43.05%,27.80%,29.15%
7-19-18,34.66%,40.40%,24.94%
7-26-18,31.52%,41.58%,26.90%
8-2-18,29.11%,38.81%,32.08%
8-9-18,36.36%,32.60%,31.03%
8-16-18,36.17%,34.75%,29.08%
8-23-18,38.46%,34.47%,27.07%
8-30-18,43.50%,32.11%,24.39%
9-6-18,42.22%,31.48%,26.30%
9-13-18,32.09%,35.07%,32.84%
9-20-18,32.04%,35.92%,32.04%
9-27-18,36.22%,32.68%,31.10%
10-4-18,45.66%,29.22%,25.11%
10-11-18,30.61%,33.94%,35.45%
10-18-18,33.94%,31.05%,35.02%
10-25-18,27.97%,31.03%,41.00%
11-1-18,37.93%,27.59%,34.48%
11-8-18,41.28%,27.52%,31.19%
11-15-18,35.09%,28.95%,35.96%
11-22-18,25.25%,27.61%,47.14%
11-29-18,33.88%,26.64%,39.47%
12-6-18,37.94%,31.56%,30.50%
12-13-18,20.90%,30.23%,48.87%
12-20-18,24.86%,27.84%,47.30%
12-27-18,31.55%,18.15%,50.30%
1-3-19,33.02%,24.21%,42.77%
1-10-19,38.46%,32.17%,29.37%
1-17-19,33.53%,30.21%,36.25%
1-24-19,37.66%,30.03%,32.32%
1-31-19,31.76%,36.49%,31.76%
2-7-19,39.87%,37.34%,22.78%
2-14-19,35.10%,39.82%,25.07%
2-21-19,39.32%,35.29%,25.39%
2-28-19,41.63%,38.37%,20.00%
3-7-19,37.39%,35.87%,26.75%
3-14-19,32.42%,36.52%,31.06%
3-21-19,37.30%,39.29%,23.41%
3-28-19,33.20%,39.60%,27.20%
4-4-19,35.02%,36.71%,28.27%
4-11-19,40.29%,39.33%,20.38%
4-18-19,37.56%,40.61%,21.83%
4-25-19,33.52%,46.31%,20.17%
5-2-19,39.02%,39.63%,21.34%
5-9-19,43.12%,33.70%,23.19%
5-16-19,29.82%,30.88%,39.30%
5-23-19,24.71%,39.22%,36.08%
5-30-19,24.79%,35.12%,40.08%
6-6-19,22.53%,34.89%,42.58%
6-13-19,26.84%,38.96%,34.20%
6-20-19,29.51%,38.36%,32.13%
6-27-19,29.59%,38.36%,32.05%
7-3-19,33.16%,34.49%,32.35%
7-11-19,33.61%,38.89%,27.50%
7-18-19,35.93%,35.43%,28.64%
7-25-19,31.74%,36.24%,32.02%
8-1-19,38.44%,37.50%,24.06%
8-8-19,21.66%,30.15%,48.20%
8-15-19,23.18%,31.97%,44.85%
8-22-19,26.64%,33.64%,39.72%
8-29-19,26.13%,31.66%,42.21%
9-5-19,28.64%,31.85%,39.51%
9-12-19,33.13%,35.63%,31.25%
9-19-19,35.34%,36.84%,27.82%
9-26-19,29.37%,37.37%,33.26%
10-3-19,21.37%,39.19%,39.44%
10-10-19,20.31%,35.73%,43.96%
10-17-19,33.62%,35.33%,31.05%
10-24-19,35.60%,36.13%,28.27%
10-31-19,33.98%,37.59%,28.43%
11-7-19,40.30%,35.77%,23.93%
11-14-19,40.72%,34.46%,24.82%
11-21-19,34.24%,36.72%,29.03%
11-29-19,33.64%,36.09%,30.28%
12-5-19,31.72%,39.16%,29.13%
12-12-19,37.63%,36.32%,26.05%
12-19-19,44.09%,35.43%,20.47%
12-26-19,41.89%,36.58%,21.53%
1-2-20,37.22%,40.91%,21.88%
1-9-20,33.07%,37.04%,29.89%
1-16-20,41.83%,30.66%,27.51%
1-23-20,45.60%,29.63%,24.77%
1-30-20,31.98%,31.17%,36.86%
2-6-20,33.87%,30.91%,35.22%
2-13-20,41.33%,32.27%,26.40%
2-20-20,40.56%,30.77%,28.67%
2-27-20,30.43%,30.43%,39.13%
3-5-20,38.74%,21.62%,39.64%
3-12-20,29.74%,18.95%,51.31%
3-19-20,34.35%,14.50%,51.15%
3-26-20,32.90%,15.03%,52.07%
4-2-20,34.24%,16.03%,49.73%
4-9-20,36.60%,18.73%,44.67%
4-16-20,34.86%,22.39%,42.75%
4-23-20,24.86%,25.14%,50.00%
4-30-20,30.60%,25.37%,44.03%
5-7-20,23.67%,23.67%,52.66%
5-14-20,23.31%,26.07%,50.61%
5-21-20,29.00%,25.97%,45.02%
5-28-20,33.07%,24.80%,42.13%
6-4-20,34.55%,26.58%,38.87%
6-11-20,34.28%,27.67%,38.05%
6-18-20,24.37%,27.85%,47.78%
6-25-20,24.14%,26.96%,48.90%
7-2-20,22.15%,31.96%,45.89%
7-9-20,27.16%,30.17%,42.67%
7-16-20,30.84%,23.79%,45.37%
7-23-20,26.06%,27.11%,46.83%
7-30-20,20.23%,31.30%,48.47%
8-6-20,23.29%,29.11%,47.60%
8-13-20,30.04%,27.84%,42.12%
8-20-20,30.39%,27.21%,42.40%
8-27-20,32.08%,28.30%,39.62%
9-3-20,30.80%,27.43%,41.77%
9-10-20,23.71%,27.84%,48.45%
9-17-20,32.02%,27.59%,40.39%
9-24-20,24.89%,29.11%,45.99%
10-1-20,26.24%,30.69%,43.07%
10-8-20,34.74%,26.29%,38.97%
10-15-20,34.78%,29.47%,35.75%
10-22-20,35.75%,31.22%,33.03%
10-29-20,35.29%,29.41%,35.29%
11-5-20,37.96%,30.56%,31.48%
11-12-20,55.84%,19.29%,24.87%
11-19-20,44.35%,29.29%,26.36%
11-27-20,47.25%,25.27%,27.47%
12-3-20,49.07%,28.25%,22.68%
12-10-20,48.06%,25.09%,26.86%
12-17-20,43.43%,30.28%,26.29%
12-24-20,43.57%,34.44%,21.99%
12-31-20,46.08%,27.12%,26.80%
1-7-21,45.19%,23.08%,31.73%
1-21-21,42.55%,22.98%,34.47%
1-28-21,37.66%,24.03%,38.31%
2-4-21,37.35%,27.06%,35.59%
2-11-21,45.45%,28.28%,26.26%
2-18-21,47.06%,27.55%,25.39%
2-25-21,45.93%,30.29%,23.78%
3-4-21,40.26%,34.42%,25.32%
3-11-21,49.41%,27.06%,23.53%
3-18-21,48.94%,27.46%,23.59%
3-25-21,50.95%,28.48%,20.57%
4-1-21,45.83%,30.95%,23.21%
4-8-21,56.91%,22.70%,20.39%
4-15-21,53.82%,21.59%,24.58%
4-22-21,52.68%,26.81%,20.50%
4-29-21,42.57%,31.76%,25.68%
5-6-21,44.31%,32.55%,23.14%
5-13-21,36.52%,36.52%,26.96%
5-20-21,37.03%,36.71%,26.27%
5-27-21,36.43%,37.14%,26.43%
6-3-21,44.07%,36.17%,19.76%
6-10-21,40.23%,39.10%,20.68%
6-17-21,41.12%,32.71%,26.17%
6-24-21,40.42%,36.25%,23.33%
7-1-21,48.65%,29.19%,22.16%
7-8-21,40.20%,35.29%,24.51%
7-15-21,36.17%,37.02%,26.81%
7-22-21,30.65%,38.71%,30.65%
7-29-21,36.16%,39.73%,24.11%
8-5-21,36.07%,32.24%,31.69%
8-12-21,36.97%,31.51%,31.51%
8-19-21,33.17%,31.73%,35.10%
8-26-21,39.56%,27.47%,32.97%
9-2-21,43.43%,23.23%,33.33%
9-9-21,38.89%,33.89%,27.22%
9-16-21,22.45%,38.27%,39.29%
9-23-21,29.90%,30.93%,39.18%
9-30-21,28.14%,31.14%,40.72%
10-7-21,25.47%,37.74%,36.79%
10-14-21,37.91%,30.33%,31.75%
10-21-21,46.89%,25.36%,27.75%
10-27-21,39.83%,30.74%,29.44%
11-4-21,41.50%,32.50%,26.00%
11-11-21,48.00%,28.00%,24.00%
11-18-21,38.84%,33.93%,27.23%
11-24-21,33.81%,30.48%,35.71%
12-2-21,26.67%,30.95%,42.38%
12-9-21,29.72%,39.76%,30.52%
12-16-21,25.24%,35.44%,39.32%
12-23-21,29.57%,36.56%,33.87%
12-30-21,37.66%,31.80%,30.54%
1-6-22,32.76%,33.91%,33.33%
1-13-22,24.91%,36.80%,38.29%
1-20-22,20.96%,32.31%,46.72%
1-27-22,23.14%,23.92%,52.94%
2-3-22,26.49%,29.85%,43.66%
2-10-22,24.36%,40.17%,35.47%
2-17-22,19.25%,37.56%,43.19%
2-24-22,23.39%,22.94%,53.67%
3-3-22,30.39%,28.18%,41.44%
3-10-22,24.00%,30.22%,45.78%
3-17-22,22.47%,27.75%,49.78%
3-24-22,32.80%,31.75%,35.45%
3-31-22,31.88%,40.58%,27.54%
4-7-22,24.71%,33.91%,41.38%
4-14-22,15.84%,35.75%,48.42%
4-21-22,18.87%,37.26%,43.87%
4-28-22,16.44%,24.20%,59.36%
5-5-22,26.87%,20.26%,52.86%
5-12-22,24.32%,26.64%,49.03%
5-19-22,25.97%,23.64%,50.39%
5-26-22,19.85%,26.65%,53.50%
6-2-22,32.02%,30.92%,37.06%
6-9-22,21.02%,32.10%,46.88%
6-16-22,19.44%,22.22%,58.33%
6-23-22,18.20%,22.46%,59.34%
6-30-22,22.78%,30.52%,46.70%
7-7-22,19.38%,27.81%,52.81%
7-14-22,26.89%,26.59%,46.53%
7-21-22,29.59%,28.22%,42.19%
7-28-22,27.72%,32.18%,40.10%
8-4-22,30.56%,30.56%,38.89%
8-11-22,32.15%,31.19%,36.66%
8-18-22,33.33%,29.51%,37.15%
8-25-22,27.70%,29.92%,42.38%
9-1-22,21.92%,27.67%,50.41%
9-8-22,18.07%,28.66%,53.27%
9-15-22,26.13%,27.87%,45.99%
9-22-22,17.73%,21.40%,60.87%
9-29-22,19.95%,19.24%,60.81%
10-6-22,23.92%,21.33%,54.76%
10-13-22,20.36%,23.71%,55.93%
10-20-22,22.60%,21.19%,56.21%
10-27-22,26.59%,27.75%,45.66%
11-3-22,30.56%,36.54%,32.89%
11-10-22,25.09%,27.87%,47.04%
11-17-22,33.45%,26.33%,40.21%
11-24-22,28.86%,30.90%,40.23%
12-1-22,24.47%,35.11%,40.43%
12-8-22,24.73%,33.45%,41.82%
12-15-22,24.30%,31.08%,44.62%
12-22-22,20.31%,27.38%,52.31%
12-29-22,26.49%,25.89%,47.62%
1-5-23,20.51%,37.50%,41.99%
1-12-23,24.03%,36.04%,39.93%
1-19-23,30.97%,35.96%,33.07%
1-26-23,28.37%,34.96%,36.68%
2-2-23,29.90%,35.55%,34.55%
2-9-23,37.50%,37.50%,25.00%
2-16-23,34.12%,37.06%,28.82%
2-23-23,21.65%,39.76%,38.59%
3-2-23,23.38%,31.82%,44.81%
3-9-23,24.83%,33.45%,41.72%
3-16-23,19.22%,32.38%,48.40%
3-23-23,20.95%,30.17%,48.88%
3-30-23,22.51%,31.87%,45.61%
4-6-23,33.33%,31.65%,35.02%
4-13-23,26.05%,39.46%,34.48%
4-20-23,27.22%,37.66%,35.13%
4-27-23,24.14%,37.36%,38.51%
5-4-23,24.08%,31.02%,44.90%
5-11-23,29.39%,29.39%,41.22%
5-18-23,22.90%,37.37%,39.73%
5-25-23,27.38%,32.92%,39.69%
6-1-23,29.05%,34.12%,36.82%
6-8-23,44.55%,31.15%,24.30%
6-15-23,45.18%,32.12%,22.70%
6-22-23,42.86%,29.39%,27.76%
6-29-23,41.93%,30.60%,27.47%
7-6-23,46.39%,29.12%,24.48%
7-13-23,41.00%,33.14%,25.87%
7-20-23,51.36%,27.15%,21.49%
7-27-23,44.91%,30.98%,24.12%
8-3-23,48.98%,29.70%,21.32%
8-10-23,44.70%,29.80%,25.50%
8-17-23,35.89%,33.97%,30.14%
8-24-23,32.27%,31.81%,35.93%
8-31-23,33.09%,32.37%,34.53%
9-7-23,42.19%,28.22%,29.59%
9-14-23,34.42%,36.36%,29.22%
9-21-23,31.30%,34.10%,34.61%
9-28-23,27.79%,31.27%,40.94%
10-5-23,30.10%,28.32%,41.58%
10-12-23,40.00%,23.51%,36.49%
10-19-23,34.07%,31.32%,34.62%
10-26-23,29.28%,27.54%,43.18%
